text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: How can an array be addressed in pointer/offset notation?
A: The name of an array is considered to be a pointer in C++, and can be passed as such in functions parameters. Declaring int a[10]; creates a pointer ""a"" which stores the address of a[0].",4,0,0,2,2,2,0,2,1
"Q: What is the difference between a data member and a local variable inside a member function?
A: Local variables are used only within the scope of its declaration",4,2,0,1,1,2,0,0,1
"Q: What is a function signature?
A: function prototype that contains functions and data members.",3,0,0,0,0,0,0,0,2
"Q: What is a linked list?
A: Information in memory linked to the next piece of information and can only be linked forwards and not backwards.",4,2,2,1,2,1,2,0,1
"Q: What does the star (*) operator return?
A: The * operator returns the value of the object's memory address it precedes.",4,2,2,2,2,1,2,0,1
"Q: What is the inorder traversal of a binary tree?
A: For every node in the binary tree we first visit its left sub-tree (if its there) and then visit the parent node itself, and then the right sub-tree (if its there).",5,1,1,1,1,1,1,0,1
"Q: What are the two different ways of specifying the length of an array?
A: int n[10]; //array of 10 integers and int n[arraySize] //where arraySize is some positive integer defined by the user",4,0,0,2,2,1,2,1,1
"Q: What is the main advantage of arrays over linked lists?
A: direct access to elements, and speed, linked lists have increased search times to access elements even if the list is sorted. ( like getting the last element without a pointer directly to the end of the list. )",4,1,1,1,1,1,1,1,1
"Q: What is a function pointer?
A: when it is dereferenced a function pointer calls its function with zero or more arguments.",4,0,0,1,0,2,2,0,1
"Q: What is the difference between a circular linked list and a basic linked list?
A: in a circular linked list the the last item points to the first item.",5,1,1,1,1,1,1,0,2
"Q: What is the advantage of linked lists over arrays?
A: The main advantage to a linked list is that it can have it's size adjusted during runtime.",5,1,1,2,1,1,1,0,1
"Q: How are objects initialized when they are created?
A: memory is allocated in accordance with their type and initialization input.",2,0,0,0,0,0,0,0,1
"Q: What is the difference between an array that is declared as static and one that is not?
A: an array that is declared as static will retain the values stored in it's elements between function calls, and will not reinitialize them to default values.",4,1,2,1,1,1,1,2,1
"Q: What is a queue?
A: A queue is an abstract data type that is based off of the priniple of first in first out. FIFO. The first item inserted into the list will the first item taken out.",5,1,2,2,1,1,2,2,1
"Q: What is typically included in a class definition?
A: the keyword class followed by they class name, on the inside you declare public and private declarations of your class",4,0,0,2,2,2,0,0,2
"Q: How are arrays passed to functions?
A: arrays are passed by reference, passing the starting address of array. programmer specifies the array name without brackets and passes the array size as another argument so the function can process the specific number of elements in the array",5,1,1,1,1,1,1,1,1
"Q: How many constructors can be created for a class?
A: by default just one, but they may be overloaded to create as many constructors as necessary",5,1,1,1,1,1,1,2,1
"Q: What does the address (&) operator return?
A: returns the address number of the specified variable",4,1,1,2,2,1,0,0,1
"Q: What is the inorder traversal of a binary tree?
A: it goes from lowest to highest inside of the tree",2,0,0,0,0,2,0,0,1
"Q: What does the star (*) operator return?
A: The value of the object that the operand points to",4,2,2,2,2,1,2,0,1
"Q: What is a recursive function?
A: a function that calls itself until the base cases are met.",5,1,1,1,1,1,1,0,1
"Q: What is a queue?
A: A queue stores a set of elements in a particular order.  Its principle of operation is FIFO(first in first out), which means the first element inserted is the first one to be removed.",5,1,1,1,1,1,1,1,1
"Q: Briefly describe in one sentence how does merge sort work?
A: Take an array and split it into two, then solve these simpler problems and merge the two answers in correct order.",5,1,1,2,2,1,1,0,1
"Q: How are arrays passed to functions?
A: by reference",5,1,1,1,1,1,1,0,1
"Q: Where do C++ programs begin to execute?
A: They begin in the main() function.",5,1,1,1,1,1,1,0,1
"Q: What is a binary tree?
A: a list of numbers that are ordered compared to how they compare to the other numbers already added in the tree",2,0,0,0,0,0,0,0,2
"Q: What does the address (&) operator return?
A: the address of the variable it is attached to",4,1,2,2,2,1,2,0,1
"Q: What is the main difference between a while and a do...while statement?
A: a do... while loop will always run through once, while an while loop performs a test before running through the loop.",5,1,1,1,1,1,1,0,1
"Q: What is the role of a prototype program in problem solving?
A: #NAME?",4,0,0,0,0,0,0,0,0
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: n-1 The best case is when the array is already sorted.",4,2,1,1,1,1,1,0,1
"Q: What is a linked list?
A: A list of elements, or nodes, that are linked to one another such that each element points to the next element.",4,1,2,1,1,1,1,0,1
"Q: What are the similarities between iteration and recursion?
A: both based on control statement, involve repetition, and involve a termination test within loops",5,2,2,2,2,1,2,0,1
"Q: What is the difference between an array that is declared as static and one that is not?
A: An array they is declared as static can be accessed outside of the method it was declared without passing it as an argument to other functions in the same class.",3,0,0,0,0,0,0,0,2
"Q: What is the main advantage of arrays over linked lists?
A: In arrays you have direct access to each element, but in linked lists you have to traverse the list up to the element that you need.",5,1,1,1,1,1,1,0,1
"Q: How can you implement a stack with a list?
A: using linked list, you are pushing the node that contains each int to the stack until you get to the end of your linked list",2,0,0,2,0,1,0,0,1
"Q: Where do C++ programs begin to execute?
A: After loading the required include statements and libraries, the main method begins the execution.",5,1,1,2,2,2,2,2,2
"Q: What is a stack?
A: a stack is a data structure that uses push to insert an item and pop to remove ad item. The stack use a last in first out structure for inserting and removing items.",5,1,1,1,2,1,1,0,2
"Q: How are arrays passed to functions?
A: by reference by default, unless you specify const, at which the later will make the array unmodifiable.",5,1,1,1,1,1,1,2,1
"Q: How can you implement a queue with an array?
A: By having the head pointer point to the first or least current data entered and having the tail point to the most current data entered. A method must be created so that the tail pointer doesn't leave the array.",5,2,0,2,2,1,0,0,1
"Q: How many comparisons does it take to find an element in a binary search tree?
A: O(nlog(n))",2,0,0,0,2,1,0,0,1
"Q: How are arrays passed to functions?
A: Specify array name without brackets. Array size is normally passed as another argument so the function can process the specific number of elements in the array. Arrays are passed by reference. Individual array elements passed by value. Functions that take arrays as arguments.",5,1,1,1,1,1,1,2,2
